"","id","sentiment","description","host_is_superhost","host_total_listings_count","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","price","cleaning_fee","has_availability","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location"
"2724",22245255,0.709677419354839,"At this Sonder, you'll love the sleek hardwood floors, exposed brick, and fully-equipped kitchen. This apartment is located in Downtown Crossing, known for quality shopping, and close to Park T station. Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay. Downtown Crossing has plenty to offer within walking distance. Try out VERTS Mediterranean Grill or Central Bistro for some of Boston's best dining. For shopping head over to Washington Street. To discover the rest of the city just grab the T. Downtown Crossing is a shopping district in downtown Boston. It features large department stores as well as restaurant","f",1535,"Downtown",42.35529867,-71.06061414,"Apartment","Entire home/apt",8,2,4,4,801,192,"t",20,94,10,10,10,9,10
"2725",22267104,2.11627906976744,"The ""One if by Land"" Suite:A newly remodeled DEDICATED GUEST suite with private entry/bath in the heart of one of Boston's best neighborhoods. Bright, sunny, and spacious, this second-floor suite provides a cozy retreat and is ideally situated for exploring all that Boston has to offer. Work hard all day, enjoy the vibrant social scene at night. A new queen size pillow top bed to rest your weary bones, work station. Ideal for Conventions, College Visits, Night Out, or the beach. I love Boston This one-room second-floor suite features a new queen bed, new private bath with shower, and a sitting area with couch, table and chairs. We have a streamlined check-in process with RemoteLock technology, which makes it easy to access your space via coded (keyless) entry. Please keep in mind that our two private suites; ""One if by Land"" and ""Two if by Sea"", are located on the second floor.  There are 18 stairs to begin enjoying your stay. Bring your walking and running shoes. You must take the 1 3","t",2,"South Boston",42.33505344,-71.02636833,"Guest suite","Private room",2,1,1,1,125,25,"t",89,100,10,10,10,10,10
"2726",22273710,2,"2 bedroom in South Boston neighborhood next to Thomas Park. Walking distance to Broadway (shops and restaurants) and public transit. Convenient to downtown & airport. On street parking and large outdoor deck space w/ grill","f",1,"South Boston",42.33359811,-71.04625386,"House","Entire home/apt",4,2,2,2,210,50,"t",4,95,10,10,10,10,10
"2727",22278098,2.03846153846154,"At this Sonder, you'll love the fully-equipped kitchen, bright decor, and open-concept living area. Located in Back Bay, near the Charles River and Fenway Park. Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay. There's plenty to offer within walking distance. Try out The Courtyard Restaurant or Montien Thai Restaurant for some of Boston's best dining. For shopping head over to the stylish Newbury Street. To discover the rest of the city just grab the T just 2 blocks away. Boston’s Back Bay is known for its lovely rows of Victorian houses, river-side walkways, fashionable shops, and delectable restaurants. En","f",1535,"Back Bay",42.34952955,-71.07910276,"Apartment","Entire home/apt",2,1,1,1,243,81,"t",20,97,10,10,9,9,10
"2728",22278795,2.16,"At this Sonder, you'll love the bright decor, fully-equipped kitchen, and open-concept living area. Located in Back Bay, near the Charles River and Fenway Park. Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay. Right downstairs you’ll find Newbury Street bustling with high-end boutiques and restaurants. Just a block away, take a stroll on the Commonwealth Avenue Mall straight to the Public Gardens and Boston Common. To discover the rest of the city, grab the T at Copley Station, located just a block away. Boston’s Back Bay is known for its lovely rows of Victorian houses, river-side walkways, fashionable sho","f",1535,"Back Bay",42.35046119,-71.07877557,"Apartment","Entire home/apt",2,1,1,1,260,81,"t",22,95,10,9,10,9,10
"2729",22291001,0.416666666666667,"At this Sonder, you'll love the sleek parquet floors, chic decor, and fully-equipped kitchen. Located in the Financial District, steps away from the waterfront. Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay. There's plenty to offer within walking distance. Try Wheelhouse Boston or Warehouse Bar & Grille for some of Boston's best dining. For shopping, head to Faneuil Hall Marketplace on Market Street. To explore the rest of the city, take the nearby T where you can catch the Blue or Orange line. While most cities' financial districts shut down at night, Boston's stays busy even after work hours, with lots ","f",1535,"Downtown",42.35695488,-71.05531989,"Apartment","Entire home/apt",4,1.5,2,2,536,110,"t",7,89,9,9,9,10,10
"2730",22291199,2.11688311688312,"Our condo is recently renovated (2017) and has 3 bedrooms & 1 1/2 bathrooms. The room for rent is a small bedroom (11' x 11.5') but is perfect for a quick business trip or someone that will spend the day out exploring Boston. We are two working professionals that will be here during your stay. We're both very considerate and would love to help with recommendations of things to do and see while here. We live a 3-minute walk to the JFK/UMass stop off the MBTA Red Line. This is about 10 minutes from Downtown Boston. Convenient location for conferences at the Boston Convention Center as well (2.5 miles away) Guests have access to the kitchen and laundry as well. There's street parking out front but is only available for non-residents on the weekend. The neighborhood is very up and coming with a mix of families and young professionals. A convenience store, local bar and pizza shop are within a two-minute walk from our apartment. A major grocery store is about a .4 mile walk.  Recommendation","t",1,"Dorchester",42.31793678,-71.05463998,"Apartment","Private room",2,1,1,1,120,0,"t",28,99,10,10,10,10,10
"2731",22291813,1.99444444444444,"Spacious and stylish house located next to the airport and only 3 train stops away from Downtown! Includes all the amenities plus more. Get the luxury of your own home while traveling. Coffee maker, cooking tools, toaster, iron, hair dryer, any more beauty and bath supplies. Everything you need, you will find at this house. Sleeps up to 8 people but can sleep 6 more than comfortably. This is the 2nd floor apartment of our lovely townhouse.  Just fully renovated.  Hardwood floor everywhere, except tile in bathroom.  Private entrance with a beautiful foyer leading to second floor, easy access with a lockbox for keys, 1 train stop away from airport or 5min by taxi, with a porch & backyard - lots of natural sunlight & fresh air. Perfect for holiday & business travellers - with all the amenities for a hassle-free stay. <5min walk to WoodIsland Train station, only 3 stops away from Downtown, 5min walk to Consitution Beach. BEDROOM 1 - this is the most spacious of all bedrooms, fully furnishe","f",6,"East Boston",42.38045302,-71.02122446,"House","Entire home/apt",8,1,3,3,214,65,"t",90,94,10,10,9,9,9
"2732",22293815,1.51282051282051,"A great place very well taken care of. In the middle of Boston. 1 min walk to everything from public transportation, to the common gardens, Newbeury street, prudential and fenway/kenmore. Room has a full bed, desk, chair, closet, curtains and wall decorations. We just installed locks to bedrooms so it’s very safe! U have access to bathroom, kitchen for small meals, and living room.  Wifi available. AC available in the room! Please enjoy your stay, we work very hard to keep this airbnb going. From The Esplanade that edges the Charles River to the Brownstones that line its refined streets, Boston's Back Bay rises above the rest when it comes to sought-after sophistication. The neighborhood ages with grace, and the elemental weathering of its Copper-coated facades lends Back Bay its stately appearance. This is a penthouse on the 4th floor of an old brownstone building. There are 5 private bedrooms in different sizes. Shared areas are a living room, kitchen,  and 1.5 bathrooms. This place ","f",59,"Back Bay",42.35026123,-71.08970246,"Apartment","Private room",3,1.5,1,1,50,70,"t",18,93,10,10,10,10,10
"2733",22306805,2.16793893129771,"A beautiful, newly constructed home all to yourself with a private entrance in bustling South Boston! Equipped with several private bedrooms as well as two full bathrooms and outdoor deck space, this home features luxurious amenities in an unbeatable location with access to a plethora of shops and restaurants. One mile exactly to the Convention Center. This is the perfect place for large groups and companies who seek a first class Boston experience. An entire 3 bedroom, 2 bathroom home of your very own that can accommodate up to 8 guests. Our top-of-the-line keyless digital entry system allows guests to conveniently and securely access the private home throughout their stay.  The home contains an open concept living room, dining, and kitchen as well as two outdoors decks! The living room contains a couch that pulls out into a Queen size bed that can be made up in advance to create a sleeping arrangement that best suits your group’s needs. Extra blankets, linens, and towels are also ava","t",1,"South Boston",42.33680045,-71.03996332,"House","Entire home/apt",8,2,3,4,165,200,"t",43,99,10,10,10,10,10
"2734",22308789,2,"One bedroom apartment in the heart of Boston's North End. Conveniently located close to restaurants, shopping and Boston's historic sites. Within walking distance of most of the city while also conveniently located for public transportation. Come enjoy our apartment while you explore Boston! The North End is Boston's version of 'Little Italy'. The neighborhood is filled with Italian restaurants, cafes, and pastry shops. It's also situated on the Boston harbor so be sure to check out the views. The North End is very accessible to most places by foot, but there are also two subway stops close by along with a few hubway docks (bike share) located around the neighborhood.","f",1,"North End",42.36433456,-71.05417376,"Condominium","Entire home/apt",4,1,1,1,120,35,"t",3,80,8,8,9,9,9
"2735",22320830,2,"At this Sonder, you'll love the sleek wooden floors, modern decor, and fully-equipped kitchen. Located in Downtown Crossing, right by all the action in Boston's shopping district. Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay. There's plenty to offer within walking distance. Try out Grill 23 & Bar or The Courtyard Restaurant for some of Boston's best dining options. For shopping head to Faneuil Hall Marketplace on Market Street. To explore the rest of the city, take the T which is just around the corner. Downtown Crossing is a shopping district in downtown Boston. It features large department stores as we","f",1535,"Downtown",42.35243138,-71.06451347,"Apartment","Entire home/apt",4,1,2,2,514,116,"t",8,80,8,7,9,9,10
"2736",22322123,0.615384615384615,"At this Sonder, you'll love the chic decor, sleek hardwood floors, and private balcony. Located in the South End, you're a 20 minute walk to Back Bay or a 20 minute T ride to Downtown Boston. Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay. There's plenty to offer within walking distance. Try out Earls Kitchen + Bar or Beehive Restaurant for some of Boston's best dining. For shopping or events, head to the SoWa Art District on Harrison Avenue. To explore the rest of the city, take the T just blocks away. The South End is one of Boston’s most beautiful neighborhoods—brick townhouses, tree-lined streets, shad","f",1535,"South End",42.33990698,-71.07990244,"Apartment","Entire home/apt",4,1.5,2,2,432,110,"t",5,76,7,8,8,7,10
"2737",22322143,2.40816326530612,"Welcome to Boston. Enjoy your travels! Review this link for the scoop on parking.  (Website hidden by Airbnb)  The unit is owned and occupied by my cousin, Jim, who occaisionally stays in the other room, particularly during the week when he works downtown. He is very quiet and respectful and generally is up and out early in the morning and back in the evening. He has his own bedroom and bathroom. Jim will likely be the one to check in guests and address their needs during the stay. I help him manage this unit.","f",3,"South Boston",42.33817409,-71.04641543,"Apartment","Private room",2,1,1,1,100,0,"t",18,94,9,10,10,9,10
"2738",22327139,2.09558823529412,"Welcome! If you are in Boston for a vacation, business or just a short layover, you've found the perfect place to call your base. Perfect for couples too! • JUST RENOVATED HOME - BRIGHT & SPACIOUS • PROFESSIONALLY CLEANED EVERY DAY • BRAND-NEW & LUXURIOUS QUEEN SIZE BED • EASY ACCESS TO SUBWAY & DOWNTOWN (15 MINS) • EASY ACCESS TO AIRPORT (10 MINS) • FREE SNACKS, DRINKS, COFFEE & TEA  • FREE OVERNIGHT STREET PARKING • FREE FAST WIFI • AFFORDABLE PRICE & GREAT VALUE FOR CENTRAL BOSTON LOCATION BRONZE ROOM is a modern, clean and comfortable room in a recently renovated, gorgeous modern apartment with ton of sunlight. This spacious private room is a fantastic space for your stay in Boston.  Comfortably sleeps two with a luxurious, brand-new queen size bed & lots of special design touches. As you arrive, your room will be waiting for you - after being professionally cleaned. You'll be welcomed with a complementary gift basket with snacks and drinks, so you can relax and feel right at home.","t",8,"East Boston",42.37977086,-71.03144843,"House","Private room",2,2.5,1,1,49,20,"t",101,99,10,10,10,10,9
"2739",22327141,2.12,"Welcome! If you are in Boston for a vacation, business or just a short layover, you've found the perfect place to call your base. Perfect for couples too! • JUST RENOVATED HOME - BRIGHT & SPACIOUS • PROFESSIONALLY CLEANED EVERY DAY • BRAND-NEW & LUXURIOUS QUEEN SIZE BED • EASY ACCESS TO SUBWAY & DOWNTOWN (15 MINS) • EASY ACCESS TO AIRPORT (10 MINS) • FREE SNACKS, DRINKS, COFFEE & TEA  • FREE OVERNIGHT STREET PARKING • FREE FAST WIFI • AFFORDABLE PRICE & GREAT VALUE FOR CENTRAL BOSTON LOCATION IVORY ROOM is a modern, cozy and comfortable room in a recently renovated, gorgeous modern apartment with ton of sunlight. This spacious private room is a fantastic space for your stay in Boston.  Comfortably sleeps two with a luxurious, brand-new queen size bed & lots of special design touches. As you arrive, your room will be waiting for you - after being professionally cleaned. You'll be welcomed with a complementary gift basket with snacks and drinks, so you can relax and feel right at home.  ","t",8,"East Boston",42.37990433,-71.02942645,"House","Private room",2,2.5,1,1,49,20,"t",106,99,10,10,10,10,10
"2740",22327142,1.99337748344371,"Welcome! If you are in Boston for a vacation, business or just a short layover, you've found the perfect place to call your base. Perfect for couples too! • JUST RENOVATED HOME - BRIGHT & SPACIOUS • PROFESSIONALLY CLEANED EVERY DAY • BRAND-NEW & LUXURIOUS QUEEN SIZE BED • EASY ACCESS TO SUBWAY & DOWNTOWN (15 MINS) • EASY ACCESS TO AIRPORT (10 MINS) • FREE SNACKS, DRINKS, COFFEE & TEA  • FREE OVERNIGHT STREET PARKING • FREE FAST WIFI • AFFORDABLE PRICE & GREAT VALUE FOR CENTRAL BOSTON LOCATION AZURE ROOM is a modern, clean and comfortable room in a recently renovated, gorgeous modern apartment with ton of sunlight. This spacious private room is a fantastic space for your stay in Boston.  Comfortably sleeps two with a luxurious, brand-new queen size bed & lots of special design touches. As you arrive, your room will be waiting for you - after being professionally cleaned. You'll be welcomed with a complementary gift basket with snacks and drinks, so you can relax and feel right at home. ","t",8,"East Boston",42.38029784,-71.03001243,"House","Private room",2,2.5,1,1,49,20,"t",97,98,10,10,10,10,9
"2741",22344277,2.27272727272727,"The decor of our home is trendy and very homey. If you choose to cook (Whole Foods is across the street) but there are many places to eat right nearby. We're just a few blocks to the Prudential Center, Boylston Street, and Newbury Street, with great restaurants and shopping, and also walking distance from several MTA lines.  Our rooftop spans 3 buildings and has lounge chairs and grills for a sunny day! Gym is in a neighboring building (199) and guests can access with key fob. W/D on 12th FL. The building has a doorman until late night, so it's very safe!  There are restaurants, cafes, liquor stores, and multiple other options for food/coffee right nearby and even downstairs, as well as CVS. Tourist attractions like Prudential Center are walking distance away, and check out Newbury and Boylson St. for more restaurants and shopping.  The apartment is entirely yours for your stay! Please be respectful of the fridge which isn't communal though you may use it, of course. If there are any l","f",1,"Fenway",42.34485958,-71.08711358,"Apartment","Entire home/apt",4,1,1,2,115,35,"t",7,100,10,10,10,10,10
"2742",22345235,1.84656084656085,"Estilo moderno contemporáneo, confortable, acogedor, con excelente iluminación, climatizado y seguro. A 12 minutos del aeropuerto internacional Logan, 5 minutos del South Bay mall, con fácil acceso al trasporte público (bus y trenes), restaurantes con comida internacional, teatro, zoológico y parque para recreación.  Clinica a 2 minutos de distancia. Estoy disponible 24 horas para cualquier necesidad de los huéspedes. Barrio seguro y acceso a transportes públicos. Fácil transporte.. Espacio seguro, con cámara de seguridad exterior y amplio parqueo disponible. Aire y calefacción central.","t",2,"Dorchester",42.30612966,-71.06766483,"House","Private room",2,1,1,1,38,30,"t",74,100,10,10,10,10,9
"2743",22350678,2.27272727272727,"Hi there! Come stay in the cozy (650 sq ft) 1 bedroom apartment in the heart of Fort Point, steps away from Seaport. The building has a beautiful rooftop with a lounge that has pool tables and a 24 hr gym. By staying here you will be steps away from many restaurants and attractions in the Boston area. Staying in this area is one of the best ways to enjoy both the new and old Boston. Your host is happy to give recommendations of the city. Nespresso, Coffee machine, Water Kettle, Dish Washer, pots & pans, extra towels and sheets are available. Guests can access all amenities of the building I am always available via cell phone Fort Point & Seaport are one of the newest neighborhoods in Boston and has seen a lot of development in the past few years. Biking, Uber & Lyft, Public Transit I keep some of my belongings in this apartment. Your apartment will be professionally cleaned before you stay here.","f",1,"South Boston Waterfront",42.34799016,-71.04913768,"Apartment","Entire home/apt",2,1,1,1,225,25,"t",8,98,10,10,10,10,10
"2744",22353834,2.28,"Beautiful private one bedroom (share in a two bedroom apartment) in the heart of Beacon Hill and across from Mass General Hospital (less than 2 minute walk to the hospital and less than 3 minutes to the historical Charles Street and Boston Common). Excellent address in the heart of everything. Beautiful bedroom and apartment. The apartment had two bedrooms and both are on the second floor. Room includes AC. Note: An 9.2% State sales tax will be collected at departure through the app. Room includes dresser, closet with hangers, towel and amenities. Queen size bed. Room has an AC unit as well. I am also available and typically respond within 30 minutes. Please never hesitate to call or message if you need something. Please note: guests staying more than 7 days will be charged an additional 75 for each week of cleaning services. This only applies to stays longer than 7 days to ensure the apartment stays clean. One of the most exclusive neighborhoods in Boston. Beacon Hill is right in the","t",3,"Beacon Hill",42.36019898,-71.06672593,"Apartment","Private room",1,1,1,1,75,75,"t",33,98,10,10,10,10,10
"2745",22354274,2.04,"Clean and comfy one bedroom with Free WIFI and Hot breakfast just 1,5 miles from Downtown and Boston Convention Center, close to Andrew Red Line T station. 2 minutes walk from South Bay Shopping Plaza (Starbucks, TJ Max, Marshals, grocery store Stop & Shop, Target, Best Buy and other stores). AMC movie theatre, restaurants (Panera Bread, Olive Garden, Apple Bee's, Chipotle, Starbucks and others). It will take you not more than 20 minutes to get to Harvard Square (Cambridge) and Logan Airport. Enjoy our complimentary hot buffet breakfast and free tea and coffee during all day long.  Out suite is a part of a hotel complex which has shuttle to the airport and Boston Convention Center. FREE ONSITE PARKING is a huge benefit! Business Center, Gym South Boston, 1,5 miles from Downtown and South Station. 2 minutes walk to a bus station (goes to Copley Square) and 6 minutes walk to Andrew T station Red Line (direct line to Downtown, Park Street, Harvard Square) Not only family with kids and bus","t",2,"Dorchester",42.32642333,-71.06065952,"Hotel","Private room",6,1,1,3,199,30,"t",56,98,10,10,10,10,9
"2746",22355436,1.38666666666667,"Great two bedroom apartment in slightly dated building. Apartment has lots of sunlight, a newly finished floor, Huge King Bed, brand new Helix Memory Foam Mattress.  Amazing location super close to the Freedom Trail, Hanover St, historical sites, easy access public transit.  Also only a few blocks away from my absolute favorite pizza (Regina's Giambotta pizza....amazing). Paid parking in garages nearby and at street meters.  Self check-in anytime after 5 PM or drop your bags earlier if you need. Access to the entire unit - self check in! Self Check In! The North End is Boston's Oldest residential neighborhood (continuously settled since 1630).  The streets are narrow and filled with yummy Italian restaurants. It is known for its Italian American population and fine Italian restaurants. The North End also has had notable residents that include: John F. Fitzgerald, politician and grandfather of President John F. Kennedy Rose Kennedy, philanthropist and mother of President John F. Kennedy","f",41,"North End",42.36568523,-71.05312644,"Apartment","Entire home/apt",4,1,2,3,277,35,"t",56,82,9,8,9,9,10
"2747",22359710,4,"At this Sonder, you'll love the sleek decor, parquet wood floors, and fully-equipped kitchen. Located in the Financial District, steps away from the waterfront. Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay. There's plenty to offer within walking distance. Try Wheelhouse Boston or Warehouse Bar & Grille for some of Boston's best dining. For shopping, head to Faneuil Hall Marketplace on Market Street. To explore the rest of the city, take the nearby T where you can catch the Blue or Orange line. While most cities' financial districts shut down at night, Boston's stays busy even after work hours, with lots ","f",1535,"Downtown",42.35721002,-71.05401174,"Apartment","Entire home/apt",2,1,1,1,307,77,"t",5,85,10,10,10,10,10
"2748",22360112,0.976190476190476,"At this Sonder, you'll love the floor-to-ceiling windows, modern decor, and fully-equipped kitchen. Located in the Financial District, steps away from the waterfront. Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay. There's plenty to offer within walking distance. Try Wheelhouse Boston or Warehouse Bar & Grille for some of Boston's best dining. For shopping, head to Faneuil Hall Marketplace on Market Street. To explore the rest of the city, take the nearby T where you can catch the Blue or Orange line. While most cities' financial districts shut down at night, Boston's stays busy even after work hours, with","f",1535,"Downtown",42.35705092,-71.05319982,"Apartment","Entire home/apt",2,1,1,1,304,78,"t",12,87,10,10,9,9,10
"2749",22372179,1.79411764705882,"Large two story family friendly, great location for family, friends or work gatherings. Sunny, fully equipped 2 floor, 4 bedroom condo with large front porch! Large eat in kitchen with all amenities, including microwave, wine cooler, pantry. Great for families, business groups and friends. Close to downtown Boston, the Boston Waterfront, great restaurants, hospitals, Fenway Park, Colleges, shopping area. Very accessible to orange line, silver line trains and bus. Franklin Park Zoo and Golf course less than a mile away. Pool table, dart board and work space.  Fun place for a large family on vacation to enjoy after visiting Boston.   Coffee and snacks available.  Some breakfast items. Bicycles, car seat are available for an additional fee. Use of everything in the unit.  There is one off street parking space available but non-permitted street parking is available too. Street cleaning happens on Tuesday's during the months of May through September.  Please be mindful of signs.  Cars will ","f",1,"Roxbury",42.32060675,-71.07733806,"Condominium","Entire home/apt",16,2.5,4,6,295,0,"t",63,91,9,9,10,9,8
"2750",22373720,1.83333333333333,"Guests will experience the stay of a lifetime at these beautiful modern apartments located in Boston. The building’s upscale amenities include a fully equipped health club, a rooftop terrace and a clubhouse. This high-rise is also located near Fenway Park, Harvard Medical School Newbury Street for shopping and The Faneuil Market. 2 BED 2 BATH SLEEPS 5 Experience modern living in these luxurious apartments which include amazing views of the city of Boston. Explore and learn about Boston’s rich history and cultural backgrounds. This prime location adheres to entertainment needs with hundreds of amazing restaurants, shopping, and national museums for all tourists such as The National Museum of Art, Fenway Park, and Newbury Street. For your comfort, take full advantage of the luxurious amenities located within this magnificent high-rise:  fully equipped fitness center, clubhouse with billiards and large TVs, and a rooftop deck overlooking the Jamaica Pond. For your convenience, this reside","f",836,"Mission Hill",42.33094594,-71.111014,"Apartment","Entire home/apt",5,1,2,3,180,100,"t",4,80,9,9,10,10,8
"2751",22373897,2.5,"Guests will experience the stay of a lifetime at these beautiful modern apartments located in Boston. The building’s upscale amenities include a fully equipped health club, a rooftop terrace and a clubhouse. This high-rise is also located near Fenway Park, Harvard Medical School Newbury Street for shopping and The Faneuil Market. 2 BED 2 BATH SLEEPS 5 Experience modern living in these luxurious apartments which include amazing views of the city of Boston. Explore and learn about Boston’s rich history and cultural backgrounds. This prime location adheres to entertainment needs with hundreds of amazing restaurants, shopping, and national museums for all tourists such as The National Museum of Art, Fenway Park, and Newbury Street. For your comfort, take full advantage of the luxurious amenities located within this magnificent high-rise:  fully equipped fitness center, clubhouse with billiards and large TVs, and a rooftop deck overlooking the Jamaica Pond. For your convenience, this reside","f",836,"Mission Hill",42.330151,-71.11233641,"Apartment","Entire home/apt",5,2,2,3,190,100,"t",3,93,10,10,10,10,10
"2752",22385541,2.36363636363636,"At this Sonder, you'll love the bright and spacious living area, chic decor, and fully-equipped kitchen. Located in Downtown Crossing, right by all the action in Boston's shopping district. Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay. There's plenty to offer within walking distance. Try out Grill 23 & Bar or The Courtyard Restaurant for some of Boston's best dining options. For shopping head to Faneuil Hall Marketplace on Market Street. To explore the rest of the city, take the T which is just around the corner. Downtown Crossing is a shopping district in downtown Boston. It features large department st","f",1535,"Downtown",42.3515351,-71.06306518,"Apartment","Entire home/apt",4,1,2,2,472,110,"t",10,84,9,9,9,9,9
"2753",22385941,1.38888888888889,"At this Sonder, you'll love the modern decor, fully-equipped kitchen, and natural window lighting. Located in Downtown Crossing, right by all the action in Boston's shopping district. Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay. There's plenty to offer within walking distance. Try out Grill 23 & Bar or The Courtyard Restaurant for some of Boston's best dining options. For shopping head to Faneuil Hall Marketplace on Market Street. To explore the rest of the city, take the T which is just around the corner. Downtown Crossing is a shopping district in downtown Boston. It features large department stores a","f",1535,"Downtown",42.35330604,-71.06300443,"Apartment","Entire home/apt",4,1,2,2,514,110,"t",11,86,9,9,9,9,9
"2754",22386408,1.70588235294118,"At this Sonder, you'll love the colorful decor, sleek hardwood floors, and private balcony access with views of the city. Located in the South End, you're a 20 minute walk to Back Bay or a 20 minute T ride to Downtown Boston. Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay. There's plenty to offer within walking distance. Try out Earls Kitchen + Bar or Beehive Restaurant for some of Bos","f",1535,"South End",42.34073459,-71.0808751,"Apartment","Entire home/apt",4,1.5,2,2,432,110,"t",10,80,9,8,8,8,9
"2755",22386926,1.72727272727273,"At this Sonder, you'll love the lovely decor, fully-equipped kitchen, and spacious terrace access. Located in the Back Bay, known for its fashionable shops, and near the Charles River and Fenway Park, Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay. There's plenty to offer within walking distance. Try Atlantic Fish Company or The Salty Pig for some of Boston's best dining. For shopping head to Faneuil Hall Marketplace or the stylish Newbury Street. To explore the rest of the city just grab the T. Boston’s Back Bay is known for its lovely rows of Victorian houses, river-side walkways, fashionable shops, and ","f",1535,"Back Bay",42.35238902,-71.08354476,"Apartment","Entire home/apt",4,2,2,2,516,110,"t",16,91,9,9,10,9,10
"2756",22389994,2.27810650887574,"Decoración moderna, contemporánea, con iluminación, confortable, tranquila para descansar durante su estadía. Cerca de restaurantes, clínicas, parques, tiendas, el aeropuerto, trenes y bus. Seguro , confortable con ambiente tranquilo y familiar. Con cámaras de seguridad 24/7. Área común para para refrigerio y sociabilizar. Barrio tranquilo, con acceso directo a las principales avenidas. Facilidad de tomar taxis, tren, buses , pasease y bicicletas.","t",2,"Dorchester",42.30736978,-71.07137938,"House","Private room",2,1,1,1,45,35,"t",73,98,10,10,10,10,9
